text,label,template
"Since my kidney stone, I've had trouble concentrating and feel foggy for the last two days",YELLOW,en:I've had trouble concentrating and feel foggy {t}
I have CKD and I have a headache this morning,YELLOW,en:I have a headache {t}
"As a kidney patient, I have a sudden severe headache, the worst one of my life since yesterday",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
I haven't passed any urine since this afternoon,RED,en:I haven't passed any urine {t}
"Hello, what time is my dialysis session tomorrow?",GREEN,en:what time is my dialysis session tomorrow?
"আমার কিডনির কার্যক্ষমতা কমে গেছে, দুই দিন ধরে শ্বাস নিতে খুব কষ্ট হচ্ছে",RED,bn:{t}শ্বাস নিতে খুব কষ্ট হচ্ছে
"Since my kidney stone, I fainted this morning",RED,en:I fainted {t}
"Please, is it normal to get an occasional mild headache?",GREEN,en:is it normal to get an occasional mild headache?
What should my daily water intake be?,GREEN,en:what should my daily water intake be?
My doctor said I have reduced kidney function and I have no urine output over the past week,RED,en:I have no urine output {t}
টমেটো খাওয়া যাবে কি?,GREEN,bn:টমেটো খাওয়া যাবে কি?
"Good morning, is there wheelchair access at the entrance?",GREEN,en:is there wheelchair access at the entrance?
I had a kidney transplant last year and there's a metallic taste in my mouth this morning,YELLOW,en:there's a metallic taste in my mouth {t}
My doctor said I have reduced kidney function and I think I had a seizure this morning,RED,en:I think I had a seizure {t}
"As a kidney patient, I have pain near my kidneys since this afternoon",YELLOW,en:I have pain near my kidneys {t}
My doctor said I have reduced kidney function and my stomach has been hurting a little since this afternoon,YELLOW,en:my stomach has been hurting a little {t}
"কিডনি রোগী হিসেবে বলছি, কাল রাত থেকে প্রস্রাব হচ্ছে না",RED,bn:{t}প্রস্রাব হচ্ছে না
Quick question - can my family member pick up my medication?,GREEN,en:can my family member pick up my medication?
I've had a dull headache and feel a bit off this morning,YELLOW,en:I've had a dull headache and feel a bit off {t}
Which foods are high in potassium that I should avoid?,GREEN,en:which foods are high in potassium that I should avoid?
"আমার কিডনির কার্যক্ষমতা কমে গেছে, মুখে ধাতব স্বাদ লাগছে",YELLOW,bn:{t}মুখে ধাতব স্বাদ লাগছে
"I have stage 3 kidney disease and I have a sudden severe headache, the worst one of my life since last night",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
I had a kidney transplant last year and my face looks puffy for a few days now,YELLOW,en:my face looks puffy {t}
I have CKD and I've gained a few kilos this morning and feel bloated,YELLOW,en:I've gained a few kilos {t} and feel bloated
"Hi, I need to reschedule my appointment next week",GREEN,en:I need to reschedule my appointment next week
I fainted since this afternoon,RED,en:I fainted {t}
I'm on dialysis and I have mild abdominal discomfort since this afternoon,YELLOW,en:I have mild abdominal discomfort {t}
"আসসালামু আলাইকুম, ক্লিনিক কি শুক্রবার খোলা থাকে?",GREEN,bn:ক্লিনিক কি শুক্রবার খোলা থাকে?
"দয়া করে জানাবেন, ওষুধ খাওয়ার নিয়ম কী?",GREEN,bn:ওষুধ খাওয়ার নিয়ম কী?
"Please, is the pharmacy open after 6 pm?",GREEN,en:is the pharmacy open after 6 pm?
Should I bring my previous reports to the appointment?,GREEN,en:should I bring my previous reports to the appointment?
My urine has an unusual smell this morning,YELLOW,en:my urine has an unusual smell {t}
I had a kidney transplant last year and my side hurts near where my kidney is this morning,YELLOW,en:my side hurts near where my kidney is {t}
I've been really itchy all over this morning,YELLOW,en:I've been really itchy all over {t}
I have CKD and I'm having chest pain since this afternoon,RED,en:I'm having chest pain {t}
"কিডনি রোগী হিসেবে বলছি, আজ সকাল থেকে প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
"Since my kidney stone, my abdominal pain is severe and I also have a high fever since last night",RED,en:my abdominal pain is severe and I also have a high fever {t}
"Hello, can I get my flu vaccination at the clinic?",GREEN,en:can I get my flu vaccination at the clinic?
I have CKD and I have a mild fever this morning,YELLOW,en:I have a mild fever {t}
"Please, can you send me a copy of my prescription?",GREEN,en:can you send me a copy of my prescription?
"Hi, which foods are high in potassium that I should avoid?",GREEN,en:which foods are high in potassium that I should avoid?
I have stage 3 kidney disease and I have some abdominal pain over the past week,YELLOW,en:I have some abdominal pain {t}
I had a kidney transplant last year and I've been sleeping badly and feel restless since yesterday,YELLOW,en:I've been sleeping badly and feel restless {t}
My urine looks foamy since this afternoon,YELLOW,en:my urine looks foamy {t}
একটা প্রশ্ন ছিল - ওষুধ কি খাবারের আগে না পরে খাব?,GREEN,bn:ওষুধ কি খাবারের আগে না পরে খাব?
Quick question - can I switch to an evening dialysis slot?,GREEN,en:can I switch to an evening dialysis slot?
I have CKD and blood is coming through my urine since yesterday,RED,en:blood is coming through my urine {t}
I've been throwing up nonstop and can't keep any water down over the past week,RED,en:I've been throwing up nonstop and can't keep any water down {t}
I have CKD and there's blood when I pee this morning,RED,en:there's blood when I pee {t}
"কিডনি রোগী হিসেবে বলছি, দুই দিন ধরে প্রস্রাবের সাথে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবের সাথে রক্ত যাচ্ছে
I have severe abdominal pain that won't go away since this afternoon,RED,en:I have severe abdominal pain that won't go away {t}
গতকাল থেকে বমি বমি ভাব লাগছে,YELLOW,bn:{t}বমি বমি ভাব লাগছে
"Good morning, is the pharmacy open after 6 pm?",GREEN,en:is the pharmacy open after 6 pm?
"Since my kidney stone, my urine smells different than usual over the past week",YELLOW,en:my urine smells different than usual {t}
"As a kidney patient, I have a mild headache this morning",YELLOW,en:I have a mild headache {t}
"Hello, can I travel by plane next month?",GREEN,en:can I travel by plane next month?
"আমি ডায়ালাইসিস নিচ্ছি, আজ সকাল থেকে অজ্ঞান হয়ে গিয়েছিলাম",RED,bn:{t}অজ্ঞান হয়ে গিয়েছিলাম
"Since my kidney stone, my ankles leave a dent when I press them for a few days now",YELLOW,en:my ankles leave a dent when I press them {t}
I have CKD and I've been urinating less than usual since last night,YELLOW,en:I've been urinating less than usual {t}
"Since my kidney stone, I've been throwing up nonstop and can't keep any water down since this afternoon",RED,en:I've been throwing up nonstop and can't keep any water down {t}
I have stage 3 kidney disease and blood is coming through my urine since this afternoon,RED,en:blood is coming through my urine {t}
My doctor said I have reduced kidney function and I have crushing pain spreading to my arm and jaw,RED,en:I have crushing pain spreading to my arm and jaw
"Please, can I get a medical certificate for work?",GREEN,en:can I get a medical certificate for work?
My doctor said I have reduced kidney function and I have mild abdominal discomfort this morning,YELLOW,en:I have mild abdominal discomfort {t}
"Hello, can I take paracetamol for a mild headache?",GREEN,en:can I take paracetamol for a mild headache?
I have stage 3 kidney disease and my urine looks foamy since this afternoon,YELLOW,en:my urine looks foamy {t}
I had a kidney transplant last year and my urine has turned dark like cola and I feel terrible for a few days now,RED,en:my urine has turned dark like cola and I feel terrible {t}
"Please, can I reschedule my lab test to the morning?",GREEN,en:can I reschedule my lab test to the morning?
I'm on dialysis and this is the worst headache I've ever had over the past week,RED,en:this is the worst headache I've ever had {t}
"Hi, can I reschedule my lab test to the morning?",GREEN,en:can I reschedule my lab test to the morning?
I had a kidney transplant last year and I'm peeing much less than before over the past week,YELLOW,en:I'm peeing much less than before {t}
"আমি ডায়ালাইসিস নিচ্ছি, কাল রাত থেকে সারা শরীর চুলকাচ্ছে",YELLOW,bn:{t}সারা শরীর চুলকাচ্ছে
"Good morning, how much salt is safe for me per day?",GREEN,en:how much salt is safe for me per day?
"কিডনি রোগী হিসেবে বলছি, প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
My doctor said I have reduced kidney function and I've been really itchy all over for the last two days,YELLOW,en:I've been really itchy all over {t}
I'm on dialysis and I can't breathe properly for a few days now,RED,en:I can't breathe properly {t}
"Hi, should I take my phosphate binder before or after meals?",GREEN,en:should I take my phosphate binder before or after meals?
"আমি ডায়ালাইসিস নিচ্ছি, কয়েকদিন ধরে প্রস্রাবে ফেনা হচ্ছে",YELLOW,bn:{t}প্রস্রাবে ফেনা হচ্ছে
Quick question - is there wheelchair access at the entrance?,GREEN,en:is there wheelchair access at the entrance?
I have some discomfort around my kidneys since last night,YELLOW,en:I have some discomfort around my kidneys {t}
I'm on dialysis and I'm having chest pain for a few days now,RED,en:I'm having chest pain {t}
Is a bit of an upset stomach after meals normal for my condition?,GREEN,en:is a bit of an upset stomach after meals normal for my condition?
"Hello, can you send me a copy of my prescription?",GREEN,en:can you send me a copy of my prescription?
I'm on dialysis and my face looks puffy this morning,YELLOW,en:my face looks puffy {t}
"Since my kidney stone, my legs are hugely swollen and now it's hard to lie flat for a few days now",RED,en:my legs are hugely swollen and now it's hard to lie flat {t}
গতকাল থেকে বুকে ব্যথা করছে,RED,bn:{t}বুকে ব্যথা করছে
I'm on dialysis and my heartbeat feels irregular and I'm very weak and dizzy for a few days now,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
My doctor said I have reduced kidney function and my legs are hugely swollen and now it's hard to lie flat for a few days now,RED,en:my legs are hugely swollen and now it's hard to lie flat {t}
"কিডনি রোগী হিসেবে বলছি, দুই দিন ধরে প্রস্রাব হচ্ছে না",RED,bn:{t}প্রস্রাব হচ্ছে না
"আমার কিডনি রোগ আছে, কাল রাত থেকে প্রস্রাব হচ্ছে না",RED,bn:{t}প্রস্রাব হচ্ছে না
I'm on dialysis and my urine has an unusual smell since this afternoon,YELLOW,en:my urine has an unusual smell {t}
Does the clinic open on weekends?,GREEN,en:does the clinic open on weekends?
"Hi, when is my next follow-up scheduled?",GREEN,en:when is my next follow-up scheduled?
"আমি ডায়ালাইসিস নিচ্ছি, দুই দিন ধরে প্রস্রাব করতে পারছি না",RED,bn:{t}প্রস্রাব করতে পারছি না
"Hello, can I drink coffee on my dialysis days?",GREEN,en:can I drink coffee on my dialysis days?
একটা প্রশ্ন ছিল - বিল কি অনলাইনে দেওয়া যাবে?,GREEN,bn:বিল কি অনলাইনে দেওয়া যাবে?
"Hello, is there parking available at the clinic?",GREEN,en:is there parking available at the clinic?
Can I eat bananas on my current diet?,GREEN,en:can I eat bananas on my current diet?
"Since my kidney stone, I have heavy bleeding that won't stop since this afternoon",RED,en:I have heavy bleeding that won't stop {t}
"কিডনি রোগী হিসেবে বলছি, কাল রাত থেকে খুব দুর্বল লাগছে",YELLOW,bn:{t}খুব দুর্বল লাগছে
I have stage 3 kidney disease and my urination has decreased since this afternoon,YELLOW,en:my urination has decreased {t}
"Please, should I bring my previous reports to the appointment?",GREEN,en:should I bring my previous reports to the appointment?
I have stage 3 kidney disease and my legs and ankles have been swelling since yesterday,YELLOW,en:my legs and ankles have been swelling {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কয়েকদিন ধরে প্রস্রাব একদম বন্ধ হয়ে গেছে",RED,bn:{t}প্রস্রাব একদম বন্ধ হয়ে গেছে
"Hi, how do I update my address in your records?",GREEN,en:how do I update my address in your records?
"Good morning, when is my next follow-up scheduled?",GREEN,en:when is my next follow-up scheduled?
"কিডনি রোগী হিসেবে বলছি, কাল রাত থেকে শ্বাসকষ্ট হচ্ছে",RED,bn:{t}শ্বাসকষ্ট হচ্ছে
I have stage 3 kidney disease and I've had a headache on and off for the last two days,YELLOW,en:I've had a headache on and off {t}
"Since my kidney stone, not peeing much lately, is that normal?",YELLOW,"en:not peeing much lately, is that normal?"
একটা প্রশ্ন ছিল - রক্ত পরীক্ষার আগে কি খালি পেটে থাকতে হবে?,GREEN,bn:রক্ত পরীক্ষার আগে কি খালি পেটে থাকতে হবে?
Quick question - thank you for the help during my last visit,GREEN,en:thank you for the help during my last visit
I'm on dialysis and I've been vomiting blood for a few days now,RED,en:I've been vomiting blood {t}
My doctor said I have reduced kidney function and I'm going to the bathroom less often since this afternoon,YELLOW,en:I'm going to the bathroom less often {t}
"I have CKD and I have a sudden severe headache, the worst one of my life since last night",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
"Hello, does the clinic open on weekends?",GREEN,en:does the clinic open on weekends?
"Please, is there wheelchair access at the entrance?",GREEN,en:is there wheelchair access at the entrance?
"Since my kidney stone, I haven't been going to the bathroom as much since last night",YELLOW,en:I haven't been going to the bathroom as much {t}
How do I update my address in your records?,GREEN,en:how do I update my address in your records?
"কিডনি রোগী হিসেবে বলছি, কাল রাত থেকে প্রস্রাব করতে পারছি না",RED,bn:{t}প্রস্রাব করতে পারছি না
Quick question - can I drink coffee on my dialysis days?,GREEN,en:can I drink coffee on my dialysis days?
I had a kidney transplant last year and my urine has turned dark like cola and I feel terrible since last night,RED,en:my urine has turned dark like cola and I feel terrible {t}
My doctor said I have reduced kidney function and I'm having chest pain for a few days now,RED,en:I'm having chest pain {t}
What documents do I need for my next visit?,GREEN,en:what documents do I need for my next visit?
"আমার কিডনির কার্যক্ষমতা কমে গেছে, খুব দুর্বল লাগছে",YELLOW,bn:{t}খুব দুর্বল লাগছে
"Hello, can my family member pick up my medication?",GREEN,en:can my family member pick up my medication?
My doctor said I have reduced kidney function and I have severe pain in my side with a high fever and shaking chills since last night,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
My doctor said I have reduced kidney function and my eyes are puffy in the mornings since this afternoon,YELLOW,en:my eyes are puffy in the mornings {t}
দিনে কতটুকু লবণ খাওয়া নিরাপদ?,GREEN,bn:দিনে কতটুকু লবণ খাওয়া নিরাপদ?
"আমার কিডনির কার্যক্ষমতা কমে গেছে, গতকাল থেকে শ্বাস নিতে খুব কষ্ট হচ্ছে",RED,bn:{t}শ্বাস নিতে খুব কষ্ট হচ্ছে
"Hi, do I need to fast before my blood test?",GREEN,en:do I need to fast before my blood test?
I'm on dialysis and I feel dizzy when I stand up since yesterday,YELLOW,en:I feel dizzy when I stand up {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, প্রস্রাব কম হচ্ছে",YELLOW,bn:{t}প্রস্রাব কম হচ্ছে
My doctor said I have reduced kidney function and my back is hurting near my kidneys for a few days now,YELLOW,en:my back is hurting near my kidneys {t}
I had a kidney transplant last year and my legs are hugely swollen and now it's hard to lie flat over the past week,RED,en:my legs are hugely swollen and now it's hard to lie flat {t}
I have no urine output over the past week,RED,en:I have no urine output {t}
I have stage 3 kidney disease and I haven't been going to the bathroom as much for the last two days,YELLOW,en:I haven't been going to the bathroom as much {t}
"As a kidney patient, my abdominal pain is severe and I also have a high fever over the past week",RED,en:my abdominal pain is severe and I also have a high fever {t}
"আমি ডায়ালাইসিস নিচ্ছি, কয়েকদিন ধরে প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
"Hello, are my last lab results available yet?",GREEN,en:are my last lab results available yet?
I'm on dialysis and my eyes are puffy in the mornings since this afternoon,YELLOW,en:my eyes are puffy in the mornings {t}
"Good morning, can I eat tomatoes with my condition?",GREEN,en:can I eat tomatoes with my condition?
"Please, which foods are high in potassium that I should avoid?",GREEN,en:which foods are high in potassium that I should avoid?
"আমি ডায়ালাইসিস নিচ্ছি, প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
"Hi, can I pay my bill online?",GREEN,en:can I pay my bill online?
"Good morning, can I take paracetamol for a mild headache?",GREEN,en:can I take paracetamol for a mild headache?
My doctor said I have reduced kidney function and I haven't been going to the bathroom as much since last night,YELLOW,en:I haven't been going to the bathroom as much {t}
I had a kidney transplant last year and I noticed blood in my urine for a few days now,RED,en:I noticed blood in my urine {t}
My urination has decreased for a few days now,YELLOW,en:my urination has decreased {t}
হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে,RED,bn:{t}হঠাৎ তীব্র মাথাব্যথা শুরু হয়েছে
I'm having chest pain for a few days now,RED,en:I'm having chest pain {t}
I haven't passed any urine since yesterday,RED,en:I haven't passed any urine {t}
I have stage 3 kidney disease and my legs are hugely swollen and now it's hard to lie flat since yesterday,RED,en:my legs are hugely swollen and now it's hard to lie flat {t}
I'm on dialysis and blood is coming through my urine for a few days now,RED,en:blood is coming through my urine {t}
I have CKD and blood is coming through my urine for the last two days,RED,en:blood is coming through my urine {t}
I've had a headache on and off since this afternoon,YELLOW,en:I've had a headache on and off {t}
I have CKD and I haven't been going to the bathroom as much for the last two days,YELLOW,en:I haven't been going to the bathroom as much {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, আজ সকাল থেকে রক্ত বমি হচ্ছে",RED,bn:{t}রক্ত বমি হচ্ছে
I'm on dialysis and I have severe pain in my side with a high fever and shaking chills for a few days now,RED,en:I have severe pain in my side with a high fever and shaking chills {t}
কাল রাত থেকে বুকে ব্যথা করছে,RED,bn:{t}বুকে ব্যথা করছে
I have a mild fever since last night,YELLOW,en:I have a mild fever {t}
I have CKD and I've been feeling very tired and weak this morning,YELLOW,en:I've been feeling very tired and weak {t}
I have CKD and I have flank pain since yesterday,YELLOW,en:I have flank pain {t}
"Good morning, what time is my dialysis session tomorrow?",GREEN,en:what time is my dialysis session tomorrow?
"আসসালামু আলাইকুম, ওষুধ খাওয়ার নিয়ম কী?",GREEN,bn:ওষুধ খাওয়ার নিয়ম কী?
"Since my kidney stone, I've had a dull headache and feel a bit off for the last two days",YELLOW,en:I've had a dull headache and feel a bit off {t}
"Hello, is there wheelchair access at the entrance?",GREEN,en:is there wheelchair access at the entrance?
My doctor said I have reduced kidney function and I have a mild fever over the past week,YELLOW,en:I have a mild fever {t}
I'm extremely drowsy and can barely stay awake for the last two days,RED,en:I'm extremely drowsy and can barely stay awake {t}
I had a kidney transplant last year and I have no urine output this morning,RED,en:I have no urine output {t}
"As a kidney patient, I've gained a few kilos since this afternoon and feel bloated",YELLOW,en:I've gained a few kilos {t} and feel bloated
I have stage 3 kidney disease and I have heavy bleeding that won't stop for the last two days,RED,en:I have heavy bleeding that won't stop {t}
I'm on dialysis and my blood pressure has been higher than usual since yesterday,YELLOW,en:my blood pressure has been higher than usual {t}
I'm on dialysis and my legs and ankles have been swelling over the past week,YELLOW,en:my legs and ankles have been swelling {t}
"আমি ডায়ালাইসিস নিচ্ছি, গতকাল থেকে প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
I have stage 3 kidney disease and I'm peeing much less than before for the last two days,YELLOW,en:I'm peeing much less than before {t}
দুই দিন ধরে খেতে ইচ্ছে করছে না,YELLOW,bn:{t}খেতে ইচ্ছে করছে না
"Hi, I'd like to request a refill of my blood pressure medication",GREEN,en:I'd like to request a refill of my blood pressure medication
"Hi, what time is my dialysis session tomorrow?",GREEN,en:what time is my dialysis session tomorrow?
"আমার কিডনির কার্যক্ষমতা কমে গেছে, দুই দিন ধরে খিঁচুনি হয়েছে",RED,bn:{t}খিঁচুনি হয়েছে
"আমার কিডনির কার্যক্ষমতা কমে গেছে, আগের চেয়ে কম প্রস্রাব হচ্ছে",YELLOW,bn:{t}আগের চেয়ে কম প্রস্রাব হচ্ছে
একটা প্রশ্ন ছিল - ডায়ালাইসিসের সময় কখন?,GREEN,bn:ডায়ালাইসিসের সময় কখন?
I have stage 3 kidney disease and I feel nauseous and have lost my appetite since this afternoon,YELLOW,en:I feel nauseous and have lost my appetite {t}
My doctor said I have reduced kidney function and this is the worst headache I've ever had for a few days now,RED,en:this is the worst headache I've ever had {t}
I had a kidney transplant last year and I have some abdominal pain since yesterday,YELLOW,en:I have some abdominal pain {t}
My doctor said I have reduced kidney function and I have heavy bleeding that won't stop this morning,RED,en:I have heavy bleeding that won't stop {t}
"আমার কিডনি রোগ আছে, কিডনির জায়গায় হালকা ব্যথা",YELLOW,bn:{t}কিডনির জায়গায় হালকা ব্যথা
"Hello, can I book an appointment for next Monday?",GREEN,en:can I book an appointment for next Monday?
My doctor said I have reduced kidney function and I've noticed a strange odor in my urine since last night,YELLOW,en:I've noticed a strange odor in my urine {t}
একটা প্রশ্ন ছিল - পরের সপ্তাহে অ্যাপয়েন্টমেন্ট পরিবর্তন করতে চাই,GREEN,bn:পরের সপ্তাহে অ্যাপয়েন্টমেন্ট পরিবর্তন করতে চাই
I had a kidney transplant last year and there's blood when I pee since last night,RED,en:there's blood when I pee {t}
Quick question - how many cups of fluid can I have daily?,GREEN,en:how many cups of fluid can I have daily?
I had a kidney transplant last year and my eyes are puffy in the mornings for the last two days,YELLOW,en:my eyes are puffy in the mornings {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কাল রাত থেকে কোমরে ব্যথা করছে",YELLOW,bn:{t}কোমরে ব্যথা করছে
"As a kidney patient, I have mild abdominal discomfort over the past week",YELLOW,en:I have mild abdominal discomfort {t}
"Hello, is it okay to have oranges with my potassium levels?",GREEN,en:is it okay to have oranges with my potassium levels?
"আমার কিডনি রোগ আছে, আজ সকাল থেকে খিঁচুনি হয়েছে",RED,bn:{t}খিঁচুনি হয়েছে
"আমার কিডনি রোগ আছে, দুই দিন ধরে প্রস্রাব কম হচ্ছে",YELLOW,bn:{t}প্রস্রাব কম হচ্ছে
"Since my kidney stone, I've been throwing up nonstop and can't keep any water down since last night",RED,en:I've been throwing up nonstop and can't keep any water down {t}
I have CKD and I have no urine output over the past week,RED,en:I have no urine output {t}
"Since my kidney stone, my blood pressure has been higher than usual for the last two days",YELLOW,en:my blood pressure has been higher than usual {t}
My doctor said I have reduced kidney function and I've had a dull headache and feel a bit off for a few days now,YELLOW,en:I've had a dull headache and feel a bit off {t}
"Since my kidney stone, I have pain near my kidneys this morning",YELLOW,en:I have pain near my kidneys {t}
I had a kidney transplant last year and I'm peeing much less than before for the last two days,YELLOW,en:I'm peeing much less than before {t}
"Hello, I have a mild stomach ache after eating spicy food, is that normal?",GREEN,"en:I have a mild stomach ache after eating spicy food, is that normal?"
"As a kidney patient, my ankles leave a dent when I press them this morning",YELLOW,en:my ankles leave a dent when I press them {t}
"As a kidney patient, I've been short of breath since yesterday",RED,en:I've been short of breath {t}
"Since my kidney stone, I've had trouble concentrating and feel foggy since this afternoon",YELLOW,en:I've had trouble concentrating and feel foggy {t}
কয়েকদিন ধরে অজ্ঞান হয়ে গিয়েছিলাম,RED,bn:{t}অজ্ঞান হয়ে গিয়েছিলাম
একটা প্রশ্ন ছিল - কলা খেতে পারব কি?,GREEN,bn:কলা খেতে পারব কি?
"দয়া করে জানাবেন, পরের সপ্তাহে অ্যাপয়েন্টমেন্ট পরিবর্তন করতে চাই",GREEN,bn:পরের সপ্তাহে অ্যাপয়েন্টমেন্ট পরিবর্তন করতে চাই
Quick question - is it okay to have oranges with my potassium levels?,GREEN,en:is it okay to have oranges with my potassium levels?
গতকাল থেকে খুব ক্লান্ত লাগছে,YELLOW,bn:{t}খুব ক্লান্ত লাগছে
I have stage 3 kidney disease and my urine has an unusual smell this morning,YELLOW,en:my urine has an unusual smell {t}
"As a kidney patient, I've had muscle cramps since this afternoon",YELLOW,en:I've had muscle cramps {t}
Quick question - can I get my flu vaccination at the clinic?,GREEN,en:can I get my flu vaccination at the clinic?
How long does a routine checkup usually take?,GREEN,en:how long does a routine checkup usually take?
I have CKD and my heartbeat feels irregular and I'm very weak and dizzy since yesterday,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
I had a kidney transplant last year and I feel dizzy when I stand up since this afternoon,YELLOW,en:I feel dizzy when I stand up {t}
"Since my kidney stone, there's a metallic taste in my mouth for a few days now",YELLOW,en:there's a metallic taste in my mouth {t}
"Please, thank you for the help during my last visit",GREEN,en:thank you for the help during my last visit
I had a kidney transplant last year and my heartbeat feels irregular and I'm very weak and dizzy since last night,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
"Hi, is there parking available at the clinic?",GREEN,en:is there parking available at the clinic?
"My doctor said I have reduced kidney function and I have a sudden severe headache, the worst one of my life for the last two days",RED,"en:I have a sudden severe headache, the worst one of my life {t}"
I have CKD and my blood pressure has been higher than usual this morning,YELLOW,en:my blood pressure has been higher than usual {t}
I'm on dialysis and I've been short of breath since last night,RED,en:I've been short of breath {t}
Thank you for the help during my last visit,GREEN,en:thank you for the help during my last visit
"I have a mild stomach ache after eating spicy food, is that normal?",GREEN,"en:I have a mild stomach ache after eating spicy food, is that normal?"
I have CKD and my side hurts near where my kidney is for a few days now,YELLOW,en:my side hurts near where my kidney is {t}
My doctor said I have reduced kidney function and I'm peeing much less than before this morning,YELLOW,en:I'm peeing much less than before {t}
I'm on dialysis and I've had muscle cramps since last night,YELLOW,en:I've had muscle cramps {t}
My doctor said I have reduced kidney function and I fainted over the past week,RED,en:I fainted {t}
"কিডনি রোগী হিসেবে বলছি, প্রস্রাব কম হচ্ছে",YELLOW,bn:{t}প্রস্রাব কম হচ্ছে
I'm on dialysis and my legs are hugely swollen and now it's hard to lie flat this morning,RED,en:my legs are hugely swollen and now it's hard to lie flat {t}
"As a kidney patient, I have severe abdominal pain that won't go away since yesterday",RED,en:I have severe abdominal pain that won't go away {t}
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে অজ্ঞান হয়ে গিয়েছিলাম",RED,bn:{t}অজ্ঞান হয়ে গিয়েছিলাম
"আসসালামু আলাইকুম, কলা খেতে পারব কি?",GREEN,bn:কলা খেতে পারব কি?
My urine looks foamy for a few days now,YELLOW,en:my urine looks foamy {t}
My doctor said I have reduced kidney function and I have some abdominal cramping since last night,YELLOW,en:I have some abdominal cramping {t}
Can I get a medical certificate for work?,GREEN,en:can I get a medical certificate for work?
"দয়া করে জানাবেন, আমার রিপোর্ট কি চলে এসেছে?",GREEN,bn:আমার রিপোর্ট কি চলে এসেছে?
"Hi, can I eat tomatoes with my condition?",GREEN,en:can I eat tomatoes with my condition?
My doctor said I have reduced kidney function and I've had a headache on and off since this afternoon,YELLOW,en:I've had a headache on and off {t}
My doctor said I have reduced kidney function and my heartbeat feels irregular and I'm very weak and dizzy over the past week,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
I have stage 3 kidney disease and my urine has an unusual smell since last night,YELLOW,en:my urine has an unusual smell {t}
My doctor said I have reduced kidney function and I'm going to the bathroom less often since yesterday,YELLOW,en:I'm going to the bathroom less often {t}
"Good morning, can I reschedule my lab test to the morning?",GREEN,en:can I reschedule my lab test to the morning?
I have stage 3 kidney disease and my hands and feet feel swollen over the past week,YELLOW,en:my hands and feet feel swollen {t}
I have CKD and I feel dizzy when I stand up for a few days now,YELLOW,en:I feel dizzy when I stand up {t}
I have stage 3 kidney disease and I'm peeing much less than before over the past week,YELLOW,en:I'm peeing much less than before {t}
"As a kidney patient, I noticed blood in my urine since this afternoon",RED,en:I noticed blood in my urine {t}
I'm on dialysis and I've been throwing up nonstop and can't keep any water down over the past week,RED,en:I've been throwing up nonstop and can't keep any water down {t}
"দয়া করে জানাবেন, ব্যায়াম করা কি আমার জন্য নিরাপদ?",GREEN,bn:ব্যায়াম করা কি আমার জন্য নিরাপদ?
"Hello, I need to reschedule my appointment next week",GREEN,en:I need to reschedule my appointment next week
My urine has an unusual smell for the last two days,YELLOW,en:my urine has an unusual smell {t}
I'm extremely drowsy and can barely stay awake over the past week,RED,en:I'm extremely drowsy and can barely stay awake {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, গতকাল থেকে হালকা মাথাব্যথা করছে",YELLOW,bn:{t}হালকা মাথাব্যথা করছে
I have stage 3 kidney disease and I have some abdominal cramping over the past week,YELLOW,en:I have some abdominal cramping {t}
"Good morning, I get a mild headache sometimes, is that anything to worry about?",GREEN,"en:I get a mild headache sometimes, is that anything to worry about?"
"Quick question - I have a mild stomach ache after eating spicy food, is that normal?",GREEN,"en:I have a mild stomach ache after eating spicy food, is that normal?"
My doctor said I have reduced kidney function and I've been sleeping badly and feel restless over the past week,YELLOW,en:I've been sleeping badly and feel restless {t}
কাল রাত থেকে শ্বাসকষ্ট হচ্ছে,RED,bn:{t}শ্বাসকষ্ট হচ্ছে
I'm on dialysis and my abdominal pain is severe and I also have a high fever since last night,RED,en:my abdominal pain is severe and I also have a high fever {t}
